PROCEDURE CODE,LONG DESCRIPTION,SHORT DESCRIPTION,CODE,CODE1,
6711,Endocervical biopsy,Endocervical biopsy,6711,67110,
6712,Other cervical biopsy,Cervical biopsy NEC,6712,67120,
6719,Other diagnostic procedures on cervix,Cervical dx procedur NEC,6719,67190,
672,Conization of cervix,Conization of cervix,672,6720,
6731,Marsupialization of cervical cyst,Cervical cyst marsupial,6731,67310,
6732,Destruction of lesion of cervix by cauterization,Cervical les cauterizat,6732,67320,
6733,Destruction of lesion of cervix by cryosurgery,Cervical les cryotherapy,6733,67330,
6739,Other excision or destruction of lesion or tissue of cervix,Cervical les destruc NEC,6739,67390,
674,Amputation of cervix,Amputation of cervix,674,6740,
6751,Transabdominal cerclage of cervix,Transab cerclage cervix,6751,67510,
6759,Other repair of internal cervical os,Oth rep int cervical os,6759,67590,
6761,Suture of laceration of cervix,Suture cervical lacerat,6761,67610,
6762,Repair of fistula of cervix,Cervical fistula repair,6762,67620,
6769,Other repair of cervix,Cervical repair NEC,6769,67690,
680,Hysterotomy,Hysterotomy,680,6800,
6811,Digital examination of uterus,Digital exam of uterus,6811,68110,
6812,Hysteroscopy,Hysteroscopy,6812,68120,
6813,Open biopsy of uterus,Open uterine biopsy,6813,68130,
6814,Open biopsy of uterine ligaments,Open uterine ligament bx,6814,68140,
6815,Closed biopsy of uterine ligaments,Clos uterine ligament bx,6815,68150,
6816,Closed biopsy of uterus,Closed uterine biopsy,6816,68160,
6819,Other diagnostic procedures on uterus and supporting structures,Uterus/adnex dx proc NEC,6819,68190,
6821,Division of endometrial synechiae,Endomet synechiae divis,6821,68210,
6822,Incision or excision of congenital septum of uterus,Incision uterine septum,6822,68220,
6823,Endometrial ablation,Endometrial ablation,6823,68230,
6824,Uterine artery embolization [UAE] with coils,Uterine art emb w coils,6824,68240,
6825,Uterine artery embolization [UAE] without coils,Uterine art emb w/o coil,6825,68250,
6829,Other excision or destruction of lesion of uterus,Uterine les destruct NEC,6829,68290,
6831,Laparoscopic supracervical hysterectomy [LSH],Lap scervic hysterectomy,6831,68310,
6839,Other and unspecified subtotal abdominal hysterectomy,Subtotl abd hyst NEC/NOS,6839,68390,
6841,Laparoscopic total abdominal hysterectomy,Lap total abdominal hyst,6841,68410,
6849,Other and unspecified total abdominal hysterectomy,Total abd hyst NEC/NOS,6849,68490,
6851,Laparoscopically assisted vaginal hysterectomy (LAVH),Lap ast vag hysterectomy,6851,68510,
6859,Other and unspecified vaginal hysterectomy,Vag hysterectomy NEC/NOS,6859,68590,
6861,Laparoscopic radical abdominal hysterectomy,Lap radical abdomnl hyst,6861,68610,
6869,Other and unspecified radical abdominal hysterectomy,Radical abd hyst NEC/NOS,6869,68690,
6871,Laparoscopic radical vaginal hysterectomy [LRVH],Lap radical vaginal hyst,6871,68710,
6879,Other and unspecified radical vaginal hysterectomy,Radical vag hyst NEC/NOS,6879,68790,
688,Pelvic evisceration,Pelvic evisceration,688,6880,
689,Other and unspecified hysterectomy,Hysterectomy NEC/NOS,689,6890,
6901,Dilation and curettage for termination of pregnancy,D & C for preg terminat,6901,69010,
6902,Dilation and curettage following delivery or abortion,D & C post delivery,6902,69020,
6909,Other dilation and curettage,D & C NEC,6909,69090,
6919,Other excision or destruction of uterus and supporting structures,Destruc uter support NEC,6919,69190,
6921,Interposition operation,Interposit op uterin lig,6921,69210,
6922,Other uterine suspension,Uterine suspension NEC,6922,69220,
6923,Vaginal repair of chronic inversion of uterus,Vag repair invers uterus,6923,69230,
6929,Other repair of uterus and supporting structures,Uterus/adnexa repair NEC,6929,69290,
693,Paracervical uterine denervation,Paracerv uterine denerv,693,6930,
6941,Suture of laceration of uterus,Suture uterine lacerat,6941,69410,
6942,Closure of fistula of uterus,Closure uterine fistula,6942,69420,
6949,Other repair of uterus,Uterine repair NEC,6949,69490,
6951,Aspiration curettage of uterus for termination of pregnancy,Aspirat curet-preg termi,6951,69510,
6952,Aspiration curettage following delivery or abortion,Aspirat curet-post deliv,6952,69520,
6959,Other aspiration curettage of uterus,Aspir curett uterus NEC,6959,69590,
696,Menstrual extraction or regulation,Menstrual extraction,696,6960,
697,Insertion of intrauterine contraceptive device,Insertion of iud,697,6970,
6991,Insertion of therapeutic device into uterus,Insert uterine device,6991,69910,
6992,Artificial insemination,Artificial insemination,6992,69920,
6993,Insertion of laminaria,Insertion of laminaria,6993,69930,
6994,Manual replacement of inverted uterus,Man replace invert uter,6994,69940,
6995,Incision of cervix,Incision of cervix,6995,69950,
6996,Removal of cerclage material from cervix,Remove cervical cerclage,6996,69960,
6997,Removal of other penetrating foreign body from cervix,Remove penetrat cerv FB,6997,69970,
6998,Other operations on supporting structures of uterus,Uterine support op NEC,6998,69980,
6999,Other operations on cervix and uterus,Uterine operation NEC,6999,69990,
700,Culdocentesis,Culdocentesis,700,7000,
7011,Hymenotomy,Hymenotomy,7011,70110,
7012,Culdotomy,Culdotomy,7012,70120,
7013,Lysis of intraluminal adhesions of vagina,Intralum vag adhesiolys,7013,70130,
7014,Other vaginotomy,Vaginotomy NEC,7014,70140,
7021,Vaginoscopy,Vaginoscopy,7021,70210,
7022,Culdoscopy,Culdoscopy,7022,70220,
7023,Biopsy of cul-de-sac,Cul-de-sac biopsy,7023,70230,
7024,Vaginal biopsy,Vaginal biopsy,7024,70240,
7029,Other diagnostic procedures on vagina and cul-de-sac,Vagin/cul-de-sac dx NEC,7029,70290,
7031,Hymenectomy,Hymenectomy,7031,70310,
7032,Excision or destruction of lesion of cul-de-sac,Excis cul-de-sac lesion,7032,70320,
7033,Excision or destruction of lesion of vagina,Excision vaginal lesion,7033,70330,
704,Obliteration and total excision of vagina,Vaginal obliteration,704,7040,
7050,Repair of cystocele and rectocele,Cystocel/rectocel repair,7050,70500,
7051,Repair of cystocele,Cystocele repair,7051,70510,
7052,Repair of rectocele,Rectocele repair,7052,70520,
7053,Repair of cystocele and rectocele with graft or prosthesis,Cysto & recto w grf/pros,7053,70530,
7054,Repair of cystocele with graft or prosthesis,Rep cystocel w grft/pros,7054,70540,
7055,Repair of rectocele with graft or prosthesis,Rep rectocele w grf/pros,7055,70550,
7061,Vaginal construction,Vaginal construction,7061,70610,
7062,Vaginal reconstruction,Vaginal reconstruction,7062,70620,
7063,Vaginal construction with graft or prosthesis,Vaginal const w grf/pros,7063,70630,
7064,Vaginal reconstruction with graft or prosthesis,Vag reconst w grft/pros,7064,70640,
7071,Suture of laceration of vagina,Suture vagina laceration,7071,70710,
7072,Repair of colovaginal fistula,Repair colovagin fistula,7072,70720,
7073,Repair of rectovaginal fistula,Repair rectovag fistula,7073,70730,
7074,Repair of other vaginoenteric fistula,Rep vaginoent fistul NEC,7074,70740,
7075,Repair of other fistula of vagina,Repair vag fistula NEC,7075,70750,
7076,Hymenorrhaphy,Hymenorrhaphy,7076,70760,
7077,Vaginal suspension and fixation,Vaginal suspens & fixat,7077,70770,
7078,Vaginal suspension and fixation with graft or prosthesis,Vag susp/fix w grft/pros,7078,70780,
7079,Other repair of vagina,Vaginal repair NEC,7079,70790,
708,Obliteration of vaginal vault,Vaginal vault obliterat,708,7080,
7091,Other operations on vagina,Vaginal operation NEC,7091,70910,
7092,Other operations on cul-de-sac,Cul-de-sac operation NEC,7092,70920,
7093,Other operations on cul-de-sac with graft or prosthesis,Cul-de-sac grf/pros NEC,7093,70930,
7094,Insertion of biological graft,Insert biological graft,7094,70940,
7095,Insertion of synthetic graft or prosthesis,Insert synth graft/prost,7095,70950,
7101,Lysis of vulvar adhesions,Vulvar adhesiolysis,7101,71010,
7109,Other incision of vulva and perineum,Incis vulva/perineum NEC,7109,71090,
7111,Biopsy of vulva,Vulvar biopsy,7111,71110,
7119,Other diagnostic procedures on vulva,Vulvar diagnos proc NEC,7119,71190,
7121,Percutaneous aspiration of Bartholin's gland (cyst),Percutan bartholin aspir,7121,71210,
7122,Incision of Bartholin's gland (cyst),Incise bartholin's gland,7122,71220,
7123,Marsupialization of Bartholin's gland (cyst),Bartholin gland marsup,7123,71230,
7124,Excision or other destruction of Bartholin's gland (cyst),Destruc bartholin gland,7124,71240,
7129,Other operations on Bartholin's gland,Bartholin's gland op NEC,7129,71290,
713,Other local excision or destruction of vulva and perineum,Local vulvar excis NEC,713,7130,
714,Operations on clitoris,Operations on clitoris,714,7140,
715,Radical vulvectomy,Radical vulvectomy,715,7150,
7161,Unilateral vulvectomy,Unilateral vulvectomy,7161,71610,
7162,Bilateral vulvectomy,Bilateral vulvectomy,7162,71620,
7171,Suture of laceration of vulva or perineum,Suture vulvar laceration,7171,71710,
7172,Repair of fistula of vulva or perineum,Repair vulvar fistula,7172,71720,
7179,Other repair of vulva and perineum,Vulvar/perin repair NEC,7179,71790,
718,Other operations on vulva,Other vulvar operations,718,7180,
719,Other operations on female genital organs,Other female genital ops,719,7190,
720,Low forceps operation,Low forceps operation,720,7200,
721,Low forceps operation with episiotomy,Low forceps w episiotomy,721,7210,
7221,Mid forceps operation with episiotomy,Mid forceps w episiotomy,7221,72210,
7229,Other mid forceps operation,Mid forceps op NEC,7229,72290,
7231,High forceps operation with episiotomy,High forceps w episiot,7231,72310,
7239,Other high forceps operation,High forceps op NEC,7239,72390,
724,Forceps rotation of fetal head,Forceps rotat fetal head,724,7240,
7251,Partial breech extraction with forceps to aftercoming head,Part brch extrac w forcp,7251,72510,
7252,Other partial breech extraction,Part breech extract NEC,7252,72520,
7253,Total breech extraction with forceps to aftercoming head,Tot brch extrac w forcep,7253,72530,
7254,Other total breech extraction,Tot breech extrac NEC,7254,72540,
726,Forceps application to aftercoming head,Forceps-aftercoming head,726,7260,
7271,Vacuum extraction with episiotomy,Vacuum ext del w episiot,7271,72710,
7279,Other vacuum extraction,Vacuum extract del NEC,7279,72790,
728,Other specified instrumental delivery,Instrument delivery NEC,728,7280,
729,Unspecified instrumental delivery,Instrument delivery NOS,729,7290,
7301,Induction of labor by artificial rupture of membranes,Induct labor-rupt memb,7301,73010,
7309,Other artificial rupture of membranes,Artif rupt membranes NEC,7309,73090,
731,Other surgical induction of labor,Surg induct labor NEC,731,7310,
7321,Internal and combined version without extraction,Int/comb version no extr,7321,73210,
7322,Internal and combined version with extraction,Int/comb version w extr,7322,73220,
733,Failed forceps,Failed forceps,733,7330,
734,Medical induction of labor,Medical induction labor,734,7340,
7351,Manual rotation of fetal head,Manual rotat fetal head,7351,73510,
7359,Other manually assisted delivery,Manual assist deliv NEC,7359,73590,
736,Episiotomy,Episiotomy,736,7360,
738,Operations on fetus to facilitate delivery,Fetal ops-facilitate del,738,7380,
7391,External version assisting delivery,Ext version-assist deliv,7391,73910,
7392,Replacement of prolapsed umbilical cord,Replace prolapsed cord,7392,73920,
7393,Incision of cervix to assist delivery,Incis cx to assist deliv,7393,73930,
7394,Pubiotomy to assist delivery,Pubiotomy to assist del,7394,73940,
7399,Other operations assisting delivery,Ops assisting deliv NEC,7399,73990,
740,Classical cesarean section,Classical c-section,740,7400,
741,Low cervical cesarean section,Low cervical c-section,741,7410,
742,Extraperitoneal cesarean section,Extraperitoneal c-sect,742,7420,
743,Removal of extratubal ectopic pregnancy,Rem extratub ectop preg,743,7430,
744,Cesarean section of other specified type,Cesarean section NEC,744,7440,
7491,Hysterotomy to terminate pregnancy,Hysterotomy to termin pg,7491,74910,
7499,Other cesarean section of unspecified type,Cesarean section NOS,7499,74990,
750,Intra-amniotic injection for abortion,Intra-amnion inj for ab,750,7500,
751,Diagnostic amniocentesis,Diagnostic amniocentesis,751,7510,
752,Intrauterine transfusion,Intrauterine transfusion,752,7520,
7531,Amnioscopy,Amnioscopy,7531,75310,
7532,Fetal EKG (scalp),Fetal ekg,7532,75320,
7533,Fetal blood sampling and biopsy,Fetal blood sample/bx,7533,75330,
7534,Other fetal monitoring,Other fetal monitoring,7534,75340,
7535,Other diagnostic procedures on fetus and amnion,Dx proc fetus/amnion NEC,7535,75350,
7536,Correction of fetal defect,Correction fetal defect,7536,75360,
7537,Amnioinfusion,Amnioinfusion,7537,75370,
7538,Fetal pulse oximetry,Fetal pulse oximetry,7538,75380,
754,Manual removal of retained placenta,Manual removal-placenta,754,7540,
7550,"Repair of current obstetric laceration of uterus, not otherwise specified",Repair ob lac uterus NOS,7550,75500,
7551,Repair of current obstetric laceration of cervix,Repair ob lacerat cervix,7551,75510,
7552,Repair of current obstetric laceration of corpus uteri,Repair ob lac corp uteri,7552,75520,
7561,Repair of current obstetric laceration of bladder and urethra,Repair ob lac blad/ureth,7561,75610,
7562,Repair of current obstetric laceration of rectum and sphincter ani,Repair ob lac rect/anus,7562,75620,
7569,Repair of other current obstetric laceration,Repair ob laceration NEC,7569,75690,
757,"Manual exploration of uterine cavity, postpartum",Manual explor uterus p/p,757,7570,
758,Obstetric tamponade of uterus or vagina,Ob tamponade uterus/vag,758,7580,
7591,Evacuation of obstetrical incisional hematoma of perineum,Evac ob inc hemat perin,7591,75910,
7592,Evacuation of other hematoma of vulva or vagina,Evac ob hemat vulva/vag,7592,75920,
7593,Surgical correction of inverted uterus,Surg corr invert uterus,7593,75930,
7594,Immediate postpartum manual replacement of inverted uterus,Man replac invert uterus,7594,75940,
7599,Other obstetric operations,Obstetric operation NEC,7599,75990,
7601,Sequestrectomy of facial bone,Facial bone sequestrect,7601,76010,
7609,Other incision of facial bone,Facial bone incision NEC,7609,76090,
7611,Biopsy of facial bone,Facial bone biopsy,7611,76110,
7619,Other diagnostic procedures on facial bones and joints,Facial bone dx proc NEC,7619,76190,
762,Local excision or destruction of lesion of facial bone,Destruct facial bone les,762,7620,
7631,Partial mandibulectomy,Partial mandibulectomy,7631,76310,
7639,Partial ostectomy of other facial bone,Part facial ostectom NEC,7639,76390,
7641,Total mandibulectomy with synchronous reconstruction,Tot mandibulec w reconst,7641,76410,
7642,Other total mandibulectomy,Total mandibulectomy NEC,7642,76420,
7643,Other reconstruction of mandible,Mandibular reconst NEC,7643,76430,
7644,Total ostectomy of other facial bone with synchronous reconstruction,Tot face ostect w recons,7644,76440,
7645,Other total ostectomy of other facial bone,Tot face bone ostect NEC,7645,76450,
